"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"WI",780,"Rural",3,76,42529.4,"Never Married","Female","No",10.78526,13,2,2,"No","One year","No","No","Fiber Optic","No","No","Yes","Yes","Yes","No","No","No","Yes","Mailed Check",3.985217,149.9915,583.5711218,5,5,4,5,3,4,5,5
"OH",940,"Rural",1,21,40941.58,"Separated","Female","Yes",9.705754,11,1,1,"No","One year","No","Yes","None","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Electronic Check",9.49754,177.6508,1432.135681,2,3,3,3,3,3,5,4
"OH",191,"Urban",0,73,87527.27,"Separated","Male","Yes",11.90177,11,2,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",15.22417,172.5034,1570.995815,2,1,4,4,2,3,4,4
"VA",3612,"Urban",2,35,9121.25,"Never Married","Female","Yes",15.4471,16,4,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Electronic Check",12.44495,235.1591,1747.993101,2,1,3,2,3,3,3,4
"WA",38016,"Rural",1,18,11574.18,"Divorced","Female","Yes",9.20065,12,1,0,"No","Month-to-month","Yes","No","None","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Mailed Check",2.382538,187.6422,788.1036301,3,4,3,5,4,5,3,4
"NC",2596,"Urban",4,26,35553.18,"Married","Female","No",15.36682,15,0,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","Yes","No","No","No","Credit Card (automatic)",8.454096,107.482,1383.139451,4,4,5,5,3,4,4,4
"VA",30478,"Rural",3,21,46506.9,"Married","Female","No",17.50097,12,0,0,"No","Month-to-month","Yes","Yes","None","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",2.176948,130.0064,681.4206312,3,4,4,2,5,3,3,5
"MD",516,"Suburban",0,85,28522.56,"Divorced","Male","No",11.02093,14,0,0,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","No","No","No","Yes","No","No","Credit Card (automatic)",12.36516,169.9447,1208.822377,5,3,4,3,4,4,4,4
"OH",3519,"Suburban",3,63,38737.86,"Separated","Female","Yes",6.693519,15,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",1.709971,172.4441,479.5519429,2,2,1,4,4,2,3,3
"AR",2144,"Urban",7,64,57546.52,"Married","Male","Yes",12.58628,7,0,1,"No","One year","Yes","No","None","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Electronic Check",1.081032,230.1344,924.0234298,4,4,4,3,4,3,4,3
"PA",1604,"Urban",1,27,62893.96,"Separated","Female","No",9.291642,12,1,0,"No","Two Year","No","No","None","Yes","Yes","Yes","No","No","No","No","No","No","Mailed Check",21.36386,115.0021,1999.438675,3,4,3,4,5,3,3,4
"IA",17356,"Rural",4,45,19623.2,"Divorced","Female","No",8.688645,9,4,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","No","No","Credit Card (automatic)",9.05217,167.4564,1042.770459,4,4,4,4,2,4,4,4
"LA",689,"Rural",3,46,56868.44,"Widowed","Male","Yes",9.149023,8,0,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Mailed Check",1.193519,222.65,863.525358,4,2,3,3,6,2,3,3
"WI",2,"Suburban",9,77,14301.62,"Separated","Female","No",9.448073,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",19.22796,114.9509,2267.103404,3,4,5,5,4,4,3,3
"MO",599,"Suburban",1,48,12122.59,"Never Married","Male","Yes",6.665106,15,3,1,"No","Month-to-month","No","No","None","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Electronic Check",6.203352,175.0211,1019.803014,3,2,3,3,3,4,2,2
"OK",1083,"Urban",0,18,25947.16,"Separated","Female","No",10.71589,14,1,0,"Yes","Month-to-month","Yes","No","DSL","No","No","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",9.131577,117.4392,1458.027932,4,3,4,3,3,4,3,3
"NC",42650,"Rural",7,54,41931.72,"Widowed","Female","No",6.77211,11,1,2,"No","One year","No","No","Fiber Optic","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",9.894265,214.9525,1338.619611,3,4,3,4,4,3,3,4
"TN",687,"Suburban",4,33,1405.18,"Divorced","Female","Yes",6.808472,16,3,1,"No","Month-to-month","Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",8.26392,152.4742,1514.229261,4,3,3,2,6,2,4,3
"OK",20676,"Urban",0,82,100785.5,"Separated","Male","Yes",8.334039,11,0,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Mailed Check",8.902965,159.9476,1347.567075,3,3,3,5,3,3,4,4
"TN",2474,"Suburban",2,46,22922.41,"Separated","Female","No",12.30949,9,1,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","Yes","Mailed Check",2.577535,139.9568,552.480335,1,1,1,5,2,4,3,4
"CT",15,"Suburban",0,22,57737.27,"Never Married","Female","Yes",3.267635,11,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",2.005733,275.1336,960.0935745,4,3,4,5,2,4,5,5
"MI",25903,"Urban",0,84,14146.51,"Never Married","Female","No",5.627745,15,0,1,"Yes","Month-to-month","No","Yes","DSL","Yes","No","No","No","No","No","No","No","No","Bank Transfer(automatic)",11.17891,92.45514,1213.57856,4,4,4,5,1,4,5,3
"NE",729,"Suburban",1,88,14821.76,"Never Married","Female","No",11.14208,13,3,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",7.326372,152.4798,858.2482994,7,5,5,4,3,5,3,6
"OK",6032,"Urban",4,64,57588.9,"Never Married","Male","Yes",7.427685,13,1,1,"Yes","Two Year","No","No","None","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Mailed Check",1.204999,197.5169,744.1347048,5,4,5,6,3,4,5,5
"IL",13981,"Suburban",0,28,93909.59,"Married","Female","No",9.472208,8,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","No","Electronic Check",12.75395,202.4433,1438.364422,5,4,4,4,3,4,6,7
"TX",20163,"Urban",4,25,14738.27,"Separated","Male","Yes",10.02031,9,4,0,"Yes","Month-to-month","No","No","Fiber Optic","No","Yes","No","No","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",1.1518,182.4676,695.0268746,4,4,3,4,4,3,4,4
"NE",94,"Suburban",4,61,48521.27,"Widowed","Female","No",9.273629,9,0,1,"No","Two Year","No","No","None","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Mailed Check",15.73713,177.6508,1904.60275,3,2,2,4,4,3,5,5
"IL",3837,"Urban",9,30,13556.67,"Never Married","Male","Yes",10.54776,11,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Credit Card (automatic)",6.831686,232.6415,1491.790762,4,3,3,3,5,4,4,4
"WV",827,"Suburban",1,81,55861.93,"Divorced","Male","Yes",9.014014,11,1,1,"No","One year","No","No","DSL","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Electronic Check",2.284487,212.6415,1119.209524,5,4,5,2,5,3,3,2
"NY",2464,"Rural",1,50,54507.76,"Separated","Female","No",8.471092,16,0,1,"No","One year","Yes","No","Fiber Optic","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",19.69566,172.5104,1876.809732,4,4,4,4,3,5,4,4
"VT",1089,"Suburban",0,87,348.67,"Never Married","Male","Yes",10.36876,17,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Electronic Check",14.86376,202.6362,2089.529125,3,2,3,4,3,3,2,3
"MT",9282,"Suburban",1,70,70656.34,"Separated","Female","No",10.97367,15,1,0,"No","Two Year","Yes","No","Fiber Optic","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Mailed Check",5.141927,182.497,708.4028154,2,2,3,4,2,3,3,3
"WI",1776,"Rural",1,35,114401.9,"Widowed","Male","No",7.455787,9,1,0,"No","Two Year","No","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Electronic Check",15.12559,167.4847,2229.929037,3,3,3,4,4,3,3,3
"WY",1823,"Urban",1,34,22492.61,"Married","Female","No",9.284367,12,1,0,"No","Two Year","No","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Electronic Check",4.343093,139.9349,1137.986536,2,3,3,4,3,4,3,2
"IL",15836,"Suburban",0,89,17072.33,"Divorced","Male","No",11.32238,13,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Credit Card (automatic)",8.561641,184.9647,984.7206752,4,4,3,5,2,3,3,4
"IL",1012,"Urban",2,53,15625.86,"Widowed","Male","Yes",10.74617,5,2,1,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","No","No","No","No","Mailed Check",4.457562,94.97283,983.5423493,2,2,3,2,5,2,1,1
"SC",60033,"Suburban",1,44,34790.72,"Never Married","Female","No",8.719917,10,1,0,"No","Two Year","Yes","No","None","Yes","No","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",22.28926,104.9629,2068.186228,4,3,3,5,3,5,3,4
"WY",422,"Urban",0,59,15840.4,"Divorced","Male","Yes",7.194451,13,1,0,"No","Two Year","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",1.692565,154.9755,1015.460451,2,3,2,5,2,4,2,4
"CA",44103,"Urban",9,61,35831.39,"Divorced","Male","No",9.16108,9,0,1,"No","One year","Yes","No","DSL","Yes","No","Yes","Yes","No","No","Yes","No","No","Electronic Check",8.652909,142.4526,1771.134878,4,4,3,2,4,2,4,3
"WI",1085,"Suburban",4,39,43769.45,"Widowed","Female","Yes",10.21531,14,0,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Bank Transfer(automatic)",18.07558,172.4871,2082.760575,4,3,4,4,3,3,3,4
"NM",1741,"Rural",3,32,41207.42,"Married","Female","No",9.044706,13,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",17.95045,162.4538,2303.354723,4,3,5,3,3,4,4,4
"NY",20935,"Rural",1,79,69833.88,"Married","Female","Yes",8.989878,6,2,0,"No","Month-to-month","No","No","Fiber Optic","No","No","No","Yes","No","Yes","No","Yes","No","Electronic Check",5.628186,182.447,650.4414677,1,2,2,4,3,3,2,2
"MA",0,"Rural",4,58,55582,"Never Married","Female","Yes",7.601803,12,3,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Mailed Check",11.42464,197.5169,1518.895794,4,3,4,3,3,4,3,4
"MI",29268,"Urban",4,48,12224.95,"Separated","Female","Yes",9.780193,7,4,0,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Yes","Electronic Check",3.367303,157.4836,558.284596,3,2,2,4,2,2,3,5
"MI",162,"Suburban",1,24,33281.77,"Separated","Male","No",3.919237,13,2,1,"No","One year","No","No","DSL","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",21.07565,162.4608,2673.10157,2,2,3,2,4,4,3,3
"TN",1372,"Urban",1,75,71503.36,"Widowed","Female","Yes",10.95217,7,2,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Mailed Check",11.76248,237.6549,2037.626802,3,4,2,5,3,4,4,4
"CA",26565,"Urban",3,71,59242.86,"Never Married","Male","Yes",7.998222,8,2,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",6.564797,257.6513,1801.105672,4,3,2,3,3,4,5,5
"NM",365,"Urban",1,74,16197.52,"Separated","Female","No",10.53808,11,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Electronic Check",4.439464,197.4876,729.7825005,5,6,5,3,5,3,3,3
"NH",27938,"Urban",1,57,40120.86,"Married","Female","No",9.654898,14,1,3,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","No","No","No","No","Credit Card (automatic)",13.45113,114.9509,1613.057137,3,3,3,3,4,3,4,3
"NY",13128,"Urban",1,55,48618.33,"Never Married","Female","No",7.121114,15,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Electronic Check",6.905799,182.4608,914.6362933,4,5,4,3,3,4,3,5
"IL",1025,"Urban",3,89,54862.38,"Never Married","Female","No",6.890953,11,0,0,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",2.886437,159.9349,486.381294,4,4,4,4,4,4,4,3
"ME",1826,"Suburban",6,24,22467.91,"Widowed","Male","No",11.76153,14,1,0,"Yes","Two Year","Yes","Yes","None","Yes","No","No","No","No","No","No","No","No","Mailed Check",12.1891,79.97886,1346.569879,3,3,4,4,3,4,4,5
"MT",624,"Rural",1,40,69433.42,"Divorced","Female","No",4.386127,17,1,2,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","No","No","Electronic Check",11.3031,160.0013,1217.604663,3,3,4,3,4,2,3,3
"MN",1827,"Rural",3,24,15091.63,"Never Married","Female","Yes",6.649137,13,1,0,"No","Month-to-month","No","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Mailed Check",8.824037,144.9889,1670.183322,3,3,3,3,5,3,3,3
"FL",3274,"Rural",3,21,54864.24,"Divorced","Female","Yes",5.236974,15,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",2.987316,214.9663,838.558113,2,3,3,2,4,3,2,3
"NH",25328,"Rural",3,75,51379.67,"Separated","Male","Yes",6.454722,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",12.04581,240.1149,1569.259659,4,3,3,3,3,5,5,4
"OH",4949,"Urban",8,68,31469.99,"Married","Male","Yes",15.10522,12,0,1,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","Yes","No","Yes","No","No","Electronic Check",1.574932,149.9913,711.8546388,5,6,5,4,3,6,6,5
"NC",1841,"Rural",4,41,19089.26,"Widowed","Female","No",6.574956,9,0,0,"No","Two Year","No","No","None","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",10.14235,79.97886,979.2710238,4,3,4,3,4,3,3,3
"KY",59,"Rural",4,29,54929.43,"Never Married","Female","No",10.96282,14,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",17.74303,192.4705,1958.174563,3,3,2,3,3,3,5,2
"AR",10228,"Rural",9,31,25692.2,"Never Married","Male","Yes",6.696491,13,0,2,"No","One year","No","Yes","DSL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",10.52104,220.1149,2186.78593,4,4,5,2,5,3,4,4
"PA",224,"Rural",10,55,28643.72,"Separated","Male","Yes",5.565705,11,2,0,"Yes","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",8.828042,199.9902,1997.36133,4,3,5,4,3,4,5,4
"NY",624,"Urban",0,40,50321.62,"Married","Male","Yes",8.865855,14,2,0,"Yes","Two Year","No","Yes","None","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Electronic Check",12.67469,130.0064,1469.220521,2,3,3,2,3,3,4,2
"MT",34,"Rural",1,77,32854.92,"Never Married","Male","Yes",6.482152,11,1,0,"No","One year","No","No","DSL","No","No","No","No","No","No","Yes","Yes","Yes","Mailed Check",12.65954,187.6094,1892.964163,2,2,2,4,2,3,3,2
"TX",57775,"Rural",2,21,33029.84,"Widowed","Female","Yes",12.60968,15,2,1,"No","One year","No","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Electronic Check",12.4341,207.4754,1999.64045,2,2,4,3,4,3,4,3
"DC",0,"Urban",2,45,77615.02,"Separated","Female","Yes",9.242393,10,1,0,"No","Two Year","Yes","No","None","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Mailed Check",11.61194,230.1344,1648.220152,3,3,3,3,3,3,5,3
"AZ",470,"Rural",2,21,133161.6,"Never Married","Female","Yes",11.11437,12,0,0,"No","Month-to-month","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Yes","Electronic Check",8.542338,159.9476,1497.298277,4,3,4,4,5,3,3,2
"IL",345,"Suburban",4,47,57660.95,"Divorced","Male","No",14.20931,18,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",8.873645,117.4392,1512.005651,3,4,4,4,3,4,4,2
"VA",20150,"Suburban",0,80,24570.19,"Never Married","Male","No",3.609651,13,1,0,"Yes","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","Yes","Yes","No","No","Mailed Check",10.76731,162.4538,1512.108737,3,2,3,2,5,3,3,5
"NY",2939,"Urban",4,51,11269.01,"Never Married","Male","No",10.87695,13,0,0,"Yes","Two Year","No","Yes","None","No","No","Yes","No","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",2.284566,130.0064,704.9501482,3,3,2,3,2,5,4,3
"AZ",42979,"Rural",1,36,40437.45,"Divorced","Male","No",9.928535,12,2,1,"No","One year","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","No","No","Credit Card (automatic)",10.61246,167.4564,1190.056958,3,2,4,3,3,3,2,3
"CT",213,"Rural",0,75,32910.92,"Married","Male","No",8.955689,16,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","No","No","No","No","No","Credit Card (automatic)",14.28503,114.9728,1241.590602,4,3,3,3,4,4,4,4
"VA",9179,"Suburban",1,27,8211.32,"Divorced","Male","No",13.32082,12,1,0,"No","Two Year","No","No","None","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",2.292165,79.97886,371.8766911,4,4,4,3,3,3,4,4
"ID",1471,"Suburban",7,54,31168.17,"Separated","Female","Yes",9.976411,14,0,0,"No","Two Year","No","No","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Credit Card (automatic)",10.06351,267.6647,1716.442787,3,3,3,4,3,3,3,6
"MD",15988,"Suburban",1,51,68851.11,"Divorced","Female","Yes",0.826998,8,0,0,"Yes","Month-to-month","No","No","Fiber Optic","No","No","No","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",4.16861,159.9349,654.4586472,5,4,5,3,4,5,4,4
"UT",595,"Urban",0,74,82673.37,"Divorced","Female","No",7.690174,14,0,1,"No","One year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",12.14985,149.9598,1147.311353,3,4,3,3,4,4,4,3
"FL",13015,"Suburban",0,77,42693.35,"Married","Male","Yes",4.443747,11,1,0,"No","One year","No","No","DSL","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Mailed Check",7.819376,235.1417,1617.064452,4,5,3,2,5,3,3,4
"OK",2349,"Urban",4,72,82818.2,"Separated","Male","Yes",8.884019,16,1,0,"No","Month-to-month","No","No","Fiber Optic","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Electronic Check",12.53901,217.484,1642.266752,2,2,3,2,4,3,3,4
"IL",2514,"Urban",1,86,44969.31,"Divorced","Male","No",13.23552,12,1,1,"No","One year","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",2.323179,187.4974,990.7760503,3,4,4,3,3,4,5,3
"IL",34313,"Rural",0,65,9626.88,"Divorced","Female","Yes",9.902107,12,2,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",6.027061,204.9797,761.3473324,3,3,3,4,2,5,3,3
"OH",21804,"Suburban",1,67,13773.86,"Separated","Male","No",9.876501,10,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","No","No","Yes","No","Yes","No","Electronic Check",18.84228,162.4689,1836.018288,3,3,3,4,2,3,3,4
"GA",52688,"Suburban",0,52,59958.03,"Widowed","Male","No",7.998634,7,1,0,"No","One year","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Electronic Check",5.793869,172.4624,853.7834038,3,5,6,2,4,3,4,4
"HI",1201,"Rural",1,44,49425.3,"Married","Male","No",7.762996,16,2,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Electronic Check",5.971951,182.447,875.6471402,3,2,4,3,3,3,3,4
"AL",39,"Suburban",4,52,38163.25,"Widowed","Male","Yes",10.98971,8,1,1,"Yes","Month-to-month","No","Yes","None","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Electronic Check",17.06338,175.0211,1988.890125,4,5,4,4,3,4,3,2
"NY",1973,"Rural",0,68,52810.57,"Separated","Female","Yes",9.877495,13,1,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","No","Yes","Yes","No","Electronic Check",9.651306,190.127,1673.34866,4,4,5,4,3,4,3,3
"TN",1329,"Rural",3,87,53187.32,"Widowed","Male","No",12.1183,12,0,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Mailed Check",17.88722,179.9656,1684.817133,4,3,4,2,4,4,4,3
"AL",1691,"Urban",1,47,14377.15,"Never Married","Male","Yes",7.024602,9,1,1,"Yes","Two Year","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No","Yes","No","Credit Card (automatic)",17.30262,182.4433,2275.34376,3,3,2,3,4,3,3,4
"NY",523,"Rural",4,77,20637.36,"Divorced","Male","Yes",8.711448,17,2,1,"No","Month-to-month","No","No","Fiber Optic","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",5.192447,217.4702,943.0894026,3,3,2,4,4,4,4,3
"VT",1111,"Suburban",4,54,32228.53,"Never Married","Female","Yes",13.08518,12,1,0,"No","One year","Yes","No","DSL","Yes","No","No","No","No","No","Yes","Yes","Yes","Electronic Check",10.62816,187.6094,1847.226235,5,3,4,5,3,4,4,4
"MO",8611,"Suburban",3,58,9245.84,"Divorced","Female","No",8.308287,8,0,1,"No","Two Year","No","No","None","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Electronic Check",12.28997,130.0064,1388.750133,4,4,3,4,3,4,4,4
"TX",23894,"Urban",1,31,76161.71,"Separated","Male","Yes",11.05412,18,0,1,"No","Month-to-month","No","No","None","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Electronic Check",7.354812,150.0208,1099.874685,5,3,4,3,4,4,4,3
"OR",34390,"Suburban",1,25,32555.42,"Divorced","Female","No",12.89791,9,0,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Mailed Check",12.9557,174.9744,1894.547126,2,3,3,4,3,4,5,4
